"TABLE 5.—LIST OF MEDICARE SEVERITY DIAGNOSIS-RELATED GROUPS (MS-DRGS), RELATIVE WEIGHTING FACTORS, AND GEOMETRIC AND ARITHMETIC MEAN LENGTH OF STAY—FY 2013"								
MS-DRG 	FY 2013 Final Rule Post-Acute DRG	FY 2013 Final Rule Special Pay DRG	MDC	TYPE	MS-DRG Title	Weights	Geometric mean LOS	Arithmetic mean LOS
602	Yes	No	09	MED	CELLULITIS W MCC	1.4883	5.2	6.5
603	Yes	No	09	MED	CELLULITIS W/O MCC	0.8392	3.6	4.3
604	No	No	09	MED	"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC"	1.3297	3.9	5.3
605	No	No	09	MED	"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC"	0.7552	2.6	3.2
606	No	No	09	MED	MINOR SKIN DISORDERS W MCC	1.3936	4.2	6.0
607	No	No	09	MED	MINOR SKIN DISORDERS W/O MCC	0.6892	2.8	3.6
614	No	No	10	SURG	ADRENAL & PITUITARY PROCEDURES W CC/MCC	2.3998	4.2	5.7
615	No	No	10	SURG	ADRENAL & PITUITARY PROCEDURES W/O CC/MCC	1.4036	2.3	2.7
616	Yes	No	10	SURG	"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC"	4.3525	11.5	14.1
617	Yes	No	10	SURG	"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC"	1.9716	6.2	7.5
618	Yes	No	10	SURG	"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W/O CC/MCC"	1.1287	4.0	5.0
619	No	No	10	SURG	O.R. PROCEDURES FOR OBESITY W MCC	3.4876	4.6	7.3
620	No	No	10	SURG	O.R. PROCEDURES FOR OBESITY W CC	1.8601	2.5	3.1
621	No	No	10	SURG	O.R. PROCEDURES FOR OBESITY W/O CC/MCC	1.5026	1.6	1.9
622	Yes	No	10	SURG	"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC"	3.5668	9.7	12.8
623	Yes	No	10	SURG	"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC"	1.8221	5.9	7.3
624	Yes	No	10	SURG	"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC"	0.9662	3.6	4.4
625	No	No	10	SURG	"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC"	2.3606	4.4	6.8
626	No	No	10	SURG	"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC"	1.2163	2.0	2.9
627	No	No	10	SURG	"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC"	0.8217	1.2	1.4
628	Yes	No	10	SURG	"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC"	3.2936	6.8	10.0
629	Yes	No	10	SURG	"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC"	2.1440	6.1	7.4
630	Yes	No	10	SURG	"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC"	1.2266	3.1	4.1
637	Yes	No	10	MED	DIABETES W MCC	1.4070	4.3	5.7
638	Yes	No	10	MED	DIABETES W CC	0.8218	3.1	3.8
639	Yes	No	10	MED	DIABETES W/O CC/MCC	0.5558	2.2	2.7
640	Yes	No	10	MED	"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC"	1.1076	3.4	4.7
641	Yes	No	10	MED	"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC"	0.6920	2.7	3.4
642	No	No	10	MED	INBORN AND OTHER DISORDERS OF METABOLISM	1.1233	3.3	4.6
643	Yes	No	10	MED	ENDOCRINE DISORDERS W MCC	1.7094	5.7	7.1
644	Yes	No	10	MED	ENDOCRINE DISORDERS W CC	1.0508	4.0	4.9
645	Yes	No	10	MED	ENDOCRINE DISORDERS W/O CC/MCC	0.7233	2.8	3.4
652	No	No	11	SURG	KIDNEY TRANSPLANT	3.0825	6.0	7.0
653	Yes	No	11	SURG	MAJOR BLADDER PROCEDURES W MCC	6.1649	13.1	16.0
654	Yes	No	11	SURG	MAJOR BLADDER PROCEDURES W CC	3.1279	7.9	9.0
655	Yes	No	11	SURG	MAJOR BLADDER PROCEDURES W/O CC/MCC	2.0913	4.7	5.6
656	No	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC	3.5136	7.3	9.5
657	No	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC	1.9904	4.6	5.4
658	No	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC	1.4836	2.9	3.2
659	Yes	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC	3.5192	7.9	10.8
660	Yes	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC	1.8829	4.4	5.8
661	Yes	No	11	SURG	KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC	1.3335	2.3	2.9
662	No	No	11	SURG	MINOR BLADDER PROCEDURES W MCC	2.9941	7.5	10.3
663	No	No	11	SURG	MINOR BLADDER PROCEDURES W CC	1.5295	3.8	5.2
664	No	No	11	SURG	MINOR BLADDER PROCEDURES W/O CC/MCC	1.1260	1.6	2.0
665	No	No	11	SURG	PROSTATECTOMY W MCC	3.0737	9.5	11.9
666	No	No	11	SURG	PROSTATECTOMY W CC	1.6602	4.5	6.2
667	No	No	11	SURG	PROSTATECTOMY W/O CC/MCC	0.8760	2.0	2.6
668	No	No	11	SURG	TRANSURETHRAL PROCEDURES W MCC	2.4731	6.7	8.8
669	No	No	11	SURG	TRANSURETHRAL PROCEDURES W CC	1.3015	3.1	4.2
670	No	No	11	SURG	TRANSURETHRAL PROCEDURES W/O CC/MCC	0.8326	1.9	2.4
671	No	No	11	SURG	URETHRAL PROCEDURES W CC/MCC	1.4513	3.7	5.2
672	No	No	11	SURG	URETHRAL PROCEDURES W/O CC/MCC	0.8383	1.8	2.3
673	No	No	11	SURG	OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC	3.0591	6.4	9.8
674	No	No	11	SURG	OTHER KIDNEY & URINARY TRACT PROCEDURES W CC	2.1887	5.1	7.0
675	No	No	11	SURG	OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC	1.3558	1.8	2.5
682	Yes	No	11	MED	RENAL FAILURE W MCC	1.5862	4.9	6.5
683	Yes	No	11	MED	RENAL FAILURE W CC	0.9958	3.8	4.7
684	Yes	No	11	MED	RENAL FAILURE W/O CC/MCC	0.6432	2.6	3.1
685	No	No	11	MED	ADMIT FOR RENAL DIALYSIS	0.8899	2.5	3.5
686	No	No	11	MED	KIDNEY & URINARY TRACT NEOPLASMS W MCC	1.6823	5.4	7.2
687	No	No	11	MED	KIDNEY & URINARY TRACT NEOPLASMS W CC	1.0499	3.6	4.7
688	No	No	11	MED	KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC	0.6805	2.2	2.9
689	Yes	No	11	MED	KIDNEY & URINARY TRACT INFECTIONS W MCC	1.1784	4.5	5.5
690	Yes	No	11	MED	KIDNEY & URINARY TRACT INFECTIONS W/O MCC	0.7810	3.2	3.9
691	No	No	11	MED	URINARY STONES W ESW LITHOTRIPSY W CC/MCC	1.5632	3.0	4.0
692	No	No	11	MED	URINARY STONES W ESW LITHOTRIPSY W/O CC/MCC	1.0563	1.7	2.1
693	No	No	11	MED	URINARY STONES W/O ESW LITHOTRIPSY W MCC	1.4169	4.0	5.2
694	No	No	11	MED	URINARY STONES W/O ESW LITHOTRIPSY W/O MCC	0.7017	2.0	2.4
695	No	No	11	MED	KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC	1.2944	4.2	5.5
696	No	No	11	MED	KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC	0.6639	2.5	3.1
697	No	No	11	MED	URETHRAL STRICTURE	0.8246	2.5	3.2
698	Yes	No	11	MED	OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC	1.5995	5.2	6.6
699	Yes	No	11	MED	OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC	0.9998	3.6	4.5
700	Yes	No	11	MED	OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC	0.6854	2.6	3.3
707	No	No	12	SURG	MAJOR MALE PELVIC PROCEDURES W CC/MCC	1.8134	3.0	4.1
708	No	No	12	SURG	MAJOR MALE PELVIC PROCEDURES W/O CC/MCC	1.2936	1.5	1.7
709	No	No	12	SURG	PENIS PROCEDURES W CC/MCC	2.0087	4.0	6.4
710	No	No	12	SURG	PENIS PROCEDURES W/O CC/MCC	1.2991	1.5	1.8
711	No	No	12	SURG	TESTES PROCEDURES W CC/MCC	1.9631	5.5	7.8
712	No	No	12	SURG	TESTES PROCEDURES W/O CC/MCC	0.8418	2.3	3.2
713	No	No	12	SURG	TRANSURETHRAL PROSTATECTOMY W CC/MCC	1.3234	3.1	4.4
714	No	No	12	SURG	TRANSURETHRAL PROSTATECTOMY W/O CC/MCC	0.6983	1.6	1.8
715	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC	1.9149	4.4	6.6
716	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC	0.9656	1.3	1.5
717	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC	1.7261	4.5	6.2
718	No	No	12	SURG	OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC	0.8657	2.2	3.0
722	No	No	12	MED	"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC"	1.6690	5.4	7.2
723	No	No	12	MED	"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC"	1.1066	4.0	5.1
724	No	No	12	MED	"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC"	0.6509	2.0	2.6
725	No	No	12	MED	BENIGN PROSTATIC HYPERTROPHY W MCC	1.2976	4.6	5.9
726	No	No	12	MED	BENIGN PROSTATIC HYPERTROPHY W/O MCC	0.7085	2.7	3.4
727	No	No	12	MED	INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC	1.4014	5.0	6.3
728	No	No	12	MED	INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC	0.7721	3.3	3.9
729	No	No	12	MED	OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC	1.0357	3.4	4.4
730	No	No	12	MED	OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC	0.6113	2.0	2.5
734	No	No	13	SURG	"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC"	2.6652	5.0	7.1
735	No	No	13	SURG	"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC"	1.1682	1.9	2.3
736	No	No	13	SURG	UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC	4.4140	10.7	13.0
737	No	No	13	SURG	UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC	2.0049	5.4	6.4
738	No	No	13	SURG	UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC	1.2853	3.0	3.4
739	No	No	13	SURG	"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC"	3.3219	6.8	9.2
740	No	No	13	SURG	"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC"	1.5688	3.3	4.2
741	No	No	13	SURG	"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC"	1.1499	1.8	2.2
742	No	No	13	SURG	UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC	1.4157	2.9	3.9
743	No	No	13	SURG	UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC	0.9653	1.7	1.9
744	No	No	13	SURG	"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC"	1.5573	4.1	5.9
745	No	No	13	SURG	"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC"	0.8109	1.8	2.2
746	No	No	13	SURG	"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC"	1.3850	3.0	4.4
747	No	No	13	SURG	"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC"	0.8818	1.5	1.8
748	No	No	13	SURG	FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES	0.9773	1.4	1.7
749	No	No	13	SURG	OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC	2.5755	6.1	8.6
750	No	No	13	SURG	OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC	1.0675	2.4	3.0
754	No	No	13	MED	"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC"	1.9833	5.9	8.1
755	No	No	13	MED	"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC"	1.0990	3.8	5.0
756	No	No	13	MED	"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC"	0.5777	2.1	2.7
757	No	No	13	MED	"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC"	1.6945	6.0	7.8
758	No	No	13	MED	"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC"	1.0790	4.4	5.4
759	No	No	13	MED	"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC"	0.7173	3.1	3.7
760	No	No	13	MED	MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC	0.8062	2.8	3.6
761	No	No	13	MED	MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC	0.4951	1.8	2.2
765	No	No	14	SURG	CESAREAN SECTION W CC/MCC	1.2194	3.8	4.8
766	No	No	14	SURG	CESAREAN SECTION W/O CC/MCC	0.8586	2.9	3.1
767	No	No	14	SURG	VAGINAL DELIVERY W STERILIZATION &/OR D&C	0.9225	2.5	3.2
768	No	No	14	SURG	VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C	1.8304	4.7	5.8
769	No	No	14	SURG	POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE	1.4668	3.3	5.0
770	No	No	14	SURG	"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY"	0.6489	1.6	2.0
774	No	No	14	MED	VAGINAL DELIVERY W COMPLICATING DIAGNOSES	0.7217	2.6	3.3
775	No	No	14	MED	VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES	0.5755	2.1	2.4
776	No	No	14	MED	POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE	0.6565	2.5	3.2
777	No	No	14	MED	ECTOPIC PREGNANCY	0.8777	1.9	2.3
778	No	No	14	MED	THREATENED ABORTION	0.5049	2.1	3.1
779	No	No	14	MED	ABORTION W/O D&C	0.4962	1.6	1.9
780	No	No	14	MED	FALSE LABOR	0.1896	1.1	1.2
781	No	No	14	MED	OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS	0.6687	2.6	3.8
782	No	No	14	MED	OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS	0.4050	1.8	2.6
789	No	No	15	MED	"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY"	1.5035	1.8	1.8
790	No	No	15	MED	"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE"	4.9579	17.9	17.9
791	No	No	15	MED	PREMATURITY W MAJOR PROBLEMS	3.3861	13.3	13.3
792	No	No	15	MED	PREMATURITY W/O MAJOR PROBLEMS	2.0431	8.6	8.6
793	No	No	15	MED	FULL TERM NEONATE W MAJOR PROBLEMS	3.4783	4.7	4.7
794	No	No	15	MED	NEONATE W OTHER SIGNIFICANT PROBLEMS	1.2311	3.4	3.4
795	No	No	15	MED	NORMAL NEWBORN	0.1667	3.1	3.1
799	No	No	16	SURG	SPLENECTOMY W MCC	5.1496	9.7	12.7
800	No	No	16	SURG	SPLENECTOMY W CC	2.6372	5.5	7.1
801	No	No	16	SURG	SPLENECTOMY W/O CC/MCC	1.5736	3.0	3.8
802	No	No	16	SURG	OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC	3.6452	8.3	11.4
803	No	No	16	SURG	OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC	1.7576	4.4	5.8
804	No	No	16	SURG	OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC	1.1211	2.3	3.1
808	No	No	16	MED	MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC	2.0902	5.9	7.8
809	No	No	16	MED	MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC	1.1767	3.7	4.7
810	No	No	16	MED	MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC	0.8490	2.7	3.4
811	No	No	16	MED	RED BLOOD CELL DISORDERS W MCC	1.2556	3.7	5.0
812	No	No	16	MED	RED BLOOD CELL DISORDERS W/O MCC	0.7872	2.6	3.4
813	No	No	16	MED	COAGULATION DISORDERS	1.5841	3.6	5.0
814	No	No	16	MED	RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC	1.6794	4.9	6.6
815	No	No	16	MED	RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC	1.0102	3.5	4.5
816	No	No	16	MED	RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC	0.6918	2.5	3.1
820	No	No	17	SURG	LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC	5.7228	12.7	16.9
821	No	No	17	SURG	LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC	2.3066	5.0	6.9
822	No	No	17	SURG	LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC	1.1935	2.2	2.8
823	No	No	17	SURG	LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC	4.5397	11.7	14.8
824	No	No	17	SURG	LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC	2.2603	6.2	8.1
825	No	No	17	SURG	LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC	1.2712	2.7	3.8
826	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC	4.8680	10.9	14.0
827	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC	2.1765	5.3	6.8
828	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC	1.3409	2.8	3.4
829	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC	3.0335	6.4	9.6
830	No	No	17	SURG	MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC	1.1804	2.5	3.3
834	No	No	17	MED	ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC	5.1622	9.9	16.1
835	No	No	17	MED	ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC	2.2133	5.1	8.3
836	No	No	17	MED	ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC	1.0992	2.8	4.0
837	No	No	17	MED	CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC	6.4881	16.7	22.5
838	No	No	17	MED	CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT	2.7537	7.2	10.2
839	No	No	17	MED	CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC	1.2412	4.7	5.6
840	Yes	No	17	MED	LYMPHOMA & NON-ACUTE LEUKEMIA W MCC	3.0103	7.7	10.5
841	Yes	No	17	MED	LYMPHOMA & NON-ACUTE LEUKEMIA W CC	1.6192	4.8	6.4
842	Yes	No	17	MED	LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC	1.0450	3.0	4.0
843	No	No	17	MED	OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC	1.8719	5.9	7.9
844	No	No	17	MED	OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC	1.2216	4.3	5.6
845	No	No	17	MED	OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC	0.8612	2.9	3.8
846	No	No	17	MED	CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC	2.4374	5.7	8.3
847	No	No	17	MED	CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC	1.0447	2.9	3.5
848	No	No	17	MED	CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC	0.7878	2.4	3.0
849	No	No	17	MED	RADIOTHERAPY	1.3396	4.6	6.2
853	Yes	No	18	SURG	INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC	5.3431	11.3	14.6
854	Yes	No	18	SURG	INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC	2.5583	7.3	8.8
855	Yes	No	18	SURG	INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC	1.5331	3.5	4.9
856	Yes	No	18	SURG	POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC	4.8125	10.5	14.0
857	Yes	No	18	SURG	POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC	2.0649	5.8	7.4
858	Yes	No	18	SURG	POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC	1.2534	3.8	4.7
862	Yes	No	18	MED	POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC	2.0099	5.7	7.6
863	Yes	No	18	MED	POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC	0.9822	3.8	4.7
864	No	No	18	MED	FEVER	0.8443	2.9	3.7
865	No	No	18	MED	VIRAL ILLNESS W MCC	1.5181	4.4	6.2
866	No	No	18	MED	VIRAL ILLNESS W/O MCC	0.7594	2.8	3.4
867	Yes	No	18	MED	OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC	2.5861	7.0	9.4
868	Yes	No	18	MED	OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC	1.0762	3.9	4.9
869	Yes	No	18	MED	OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC	0.7415	2.8	3.5
870	Yes	No	18	MED	SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS	5.8399	12.6	14.8
871	Yes	No	18	MED	SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC	1.8803	5.2	6.9
872	Yes	No	18	MED	SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC	1.0988	4.2	5.0
876	No	No	19	SURG	O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS	2.7097	7.5	12.2
880	No	No	19	MED	ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION	0.6474	2.2	3.0
881	No	No	19	MED	DEPRESSIVE NEUROSES	0.6356	3.2	4.3
882	No	No	19	MED	NEUROSES EXCEPT DEPRESSIVE	0.6271	3.1	4.2
883	No	No	19	MED	DISORDERS OF PERSONALITY & IMPULSE CONTROL	1.3613	4.7	8.1
884	Yes	No	19	MED	ORGANIC DISTURBANCES & MENTAL RETARDATION	0.9850	3.9	5.4
885	No	No	19	MED	PSYCHOSES	0.9539	5.4	7.4
886	No	No	19	MED	BEHAVIORAL & DEVELOPMENTAL DISORDERS	0.7812	3.8	6.1
887	No	No	19	MED	OTHER MENTAL DISORDER DIAGNOSES	0.9473	3.1	4.7
894	No	No	20	MED	"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA"	0.4278	2.1	3.0
895	No	No	20	MED	ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY	1.0963	9.2	11.7
896	Yes	No	20	MED	ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC	1.5271	4.8	6.7
897	Yes	No	20	MED	ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC	0.6788	3.2	4.0
901	No	No	21	SURG	WOUND DEBRIDEMENTS FOR INJURIES W MCC	4.3477	9.9	14.9
902	No	No	21	SURG	WOUND DEBRIDEMENTS FOR INJURIES W CC	1.7079	5.0	6.9
903	No	No	21	SURG	WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC	0.9890	3.0	4.0
904	No	No	21	SURG	SKIN GRAFTS FOR INJURIES W CC/MCC	2.9145	7.0	10.1
905	No	No	21	SURG	SKIN GRAFTS FOR INJURIES W/O CC/MCC	1.2630	3.4	4.6
906	No	No	21	SURG	HAND PROCEDURES FOR INJURIES	1.1596	2.4	3.6
907	Yes	No	21	SURG	OTHER O.R. PROCEDURES FOR INJURIES W MCC	3.8565	7.7	10.9
908	Yes	No	21	SURG	OTHER O.R. PROCEDURES FOR INJURIES W CC	1.9519	4.5	6.0
909	Yes	No	21	SURG	OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC	1.2051	2.6	3.3
913	No	No	21	MED	TRAUMATIC INJURY W MCC	1.2273	3.8	5.1
914	No	No	21	MED	TRAUMATIC INJURY W/O MCC	0.6998	2.5	3.1
915	No	No	21	MED	ALLERGIC REACTIONS W MCC	1.5168	3.7	5.1
916	No	No	21	MED	ALLERGIC REACTIONS W/O MCC	0.5042	1.7	2.1
917	Yes	No	21	MED	POISONING & TOXIC EFFECTS OF DRUGS W MCC	1.4542	3.6	4.9
918	Yes	No	21	MED	POISONING & TOXIC EFFECTS OF DRUGS W/O MCC	0.6304	2.1	2.7
919	No	No	21	MED	COMPLICATIONS OF TREATMENT W MCC	1.6615	4.4	6.0
920	No	No	21	MED	COMPLICATIONS OF TREATMENT W CC	0.9693	3.1	4.0
921	No	No	21	MED	COMPLICATIONS OF TREATMENT W/O CC/MCC	0.6637	2.2	2.8
922	No	No	21	MED	"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC"	1.4305	3.9	5.7
923	No	No	21	MED	"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC"	0.6438	2.2	2.9
927	No	No	22	SURG	EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV 96+ HRS W SKIN GRAFT	16.4026	22.5	29.6
928	No	No	22	SURG	FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC	4.7919	11.2	15.3
929	No	No	22	SURG	FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC	2.2420	5.2	7.3
